,id,executedOn_date,croppableAreaId,croppableAreaName,IsSoilmoi4,PlantHeig3,WaterHeig0,FieldPhot1hldr,FieldPhot2hldr,Soilmoist5hldr,Photo1_link,Photo2_link,inundated_corr,executedOn,executedOn_time
47,93503,2023-08-24,19190,Field 119,Yes,49.0,15.0,compress1692862117672.jpg,compress1692862135502.jpg,"[{'size': 1220064, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb904610-424f-11ee-b785-1b85f558c354', 'originalFileName': 'compress1692862173586.jpg'}, {'size': 1213739, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb90bb40-424f-11ee-9903-0bfbf89b0017', 'originalFileName': 'compress1692862174256.jpg'}, {'size': 1210752, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb90e250-424f-11ee-ab43-9b658f4fd77a', 'originalFileName': 'compress1692862174827.jpg'}, {'size': 1211676, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb915780-424f-11ee-9036-6fe0d93d0ad9', 'originalFileName': 'compress1692862175372.jpg'}, {'size': 1204484, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb917e90-424f-11ee-b3a1-4b1ef1ec0910', 'originalFileName': 'compress1692862175952.jpg'}, {'size': 1185034, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fb921ad0-424f-11ee-9098-614c57823bd9', 'originalFileName': 'compress1692862177324.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692862117672.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692862135502.jpg,1,2023-08-24T07:27:59.189Z,07:27:59.189000
48,93604,2023-08-24,19486,Field 165,Yes,50.0,18.0,compress1692863563674.jpg,compress1692863581810.jpg,"[{'size': 627696, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '514fd810-4253-11ee-8c9f-65f71660e883', 'originalFileName': 'compress1692863605967.jpg'}, {'size': 684505, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '514fff20-4253-11ee-bc6c-dfdb6b5bebfa', 'originalFileName': 'compress1692863608360.jpg'}, {'size': 681259, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '51502630-4253-11ee-9e4a-770923e0ed35', 'originalFileName': 'compress1692863610265.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692863563674.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692863581810.jpg,1,2023-08-24T07:52:36.527Z,07:52:36.527000
49,93901,2023-08-24,19476,Field 155,Yes,55.0,18.0,compress1692862413105.jpg,compress1692862427679.jpg,"[{'size': 714826, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'aa236f90-4250-11ee-b6d7-895444dd3bab', 'originalFileName': 'compress1692862444790.jpg'}, {'size': 745864, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'aa25e090-4250-11ee-bc60-e7e65d975fd6', 'originalFileName': 'compress1692862450206.jpg'}, {'size': 742319, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'aa2607a0-4250-11ee-8f45-c1becdb01bb7', 'originalFileName': 'compress1692862452584.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692862413105.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1692862427679.jpg,1,2023-08-24T07:33:20.78Z,07:33:20.780000
50,100562,2023-08-26,19482,Field 161,Yes,51.0,3.0,compress1693036681066.jpg,compress1693036709398.jpg,"[{'size': 718581, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6c4e6480-43e6-11ee-80c0-43d7a6985219', 'originalFileName': 'compress1693036734983.jpg'}, {'size': 724125, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6c4e8b90-43e6-11ee-b8e9-d13be668d339', 'originalFileName': 'compress1693036739236.jpg'}, {'size': 782949, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '6c4e8b90-43e6-11ee-afd6-b9f2fb33ab43', 'originalFileName': 'compress1693036741549.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693036681066.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693036709398.jpg,0,2023-08-26T07:57:50.335Z,07:57:50.335000
51,100665,2023-08-26,19190,Field 119,Yes,50.0,12.0,compress1693035210547.jpg,compress1693035228755.jpg,"[{'size': 1164604, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f0789bd0-43e2-11ee-ac25-9d32a066f12b', 'originalFileName': 'compress1693035241245.jpg'}, {'size': 1182257, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f0791100-43e2-11ee-b200-cfa85daac163', 'originalFileName': 'compress1693035243380.jpg'}, {'size': 1171770, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f0798630-43e2-11ee-93c7-53b9753c80ac', 'originalFileName': 'compress1693035244123.jpg'}, {'size': 1185588, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f079ad40-43e2-11ee-89fd-df945d087271', 'originalFileName': 'compress1693035244742.jpg'}, {'size': 1176845, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f079d450-43e2-11ee-bc9b-9b33a597b101', 'originalFileName': 'compress1693035245335.jpg'}, {'size': 1178629, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'f07a2270-43e2-11ee-83fb-13dc17c34dcf', 'originalFileName': 'compress1693035245850.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693035210547.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693035228755.jpg,1,2023-08-26T07:32:34.449Z,07:32:34.449000
52,100667,2023-08-26,19456,Field 135,Yes,49.0,18.0,compress1693039336130.jpg,compress1693039356606.jpg,"[{'size': 1083895, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cff448a0-43ec-11ee-9352-edb91903abbe', 'originalFileName': 'compress1693039481535.jpg'}, {'size': 1070732, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cff496c0-43ec-11ee-a671-d14f6181eb9e', 'originalFileName': 'compress1693039483317.jpg'}, {'size': 1067400, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cff4bdd0-43ec-11ee-aec5-79162461c5f3', 'originalFileName': 'compress1693039484057.jpg'}, {'size': 1065324, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cff4e4e0-43ec-11ee-a682-2f63e391613c', 'originalFileName': 'compress1693039484718.jpg'}, {'size': 1068020, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cff50bf0-43ec-11ee-8b86-11b05f6c7e9a', 'originalFileName': 'compress1693039485298.jpg'}, {'size': 1069320, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'cffe5ac0-43ec-11ee-b4b7-e337103dfdb4', 'originalFileName': 'compress1693039485960.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693039336130.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693039356606.jpg,1,2023-08-26T08:41:59.367Z,08:41:59.367000
53,100668,2023-08-26,19491,Field 170,Yes,47.0,30.0,compress1693040336691.jpg,compress1693040347465.jpg,"[{'size': 345100, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e21a35b0-43ee-11ee-95b9-35402716af16', 'originalFileName': 'compress1693040369217.jpg'}, {'size': 463692, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e21a5cc0-43ee-11ee-9068-f310b39e8440', 'originalFileName': 'compress1693040374996.jpg'}, {'size': 488638, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'eadb1d90-43ee-11ee-8684-435b5ce2f6db', 'originalFileName': 'compress1693040389932.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693040336691.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693040347465.jpg,1,2023-08-26T08:58:46.176Z,08:58:46.176000
54,100855,2023-08-26,19486,Field 165,Yes,53.0,16.0,compress1693027260729.jpg,compress1693027279791.jpg,"[{'size': 653943, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '785885f0-43d0-11ee-bdc0-e92fa127658a', 'originalFileName': 'compress1693027303825.jpg'}, {'size': 687741, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7858ad00-43d0-11ee-a9ee-5b73a43d711c', 'originalFileName': 'compress1693027310449.jpg'}, {'size': 688749, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7858d410-43d0-11ee-bc25-3d3f50da2c99', 'originalFileName': 'compress1693027313465.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693027260729.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693027279791.jpg,1,2023-08-26T05:17:36.661Z,05:17:36.661000
55,100857,2023-08-26,19476,Field 155,Yes,57.0,16.0,compress1693028979701.jpg,compress1693028994075.jpg,"[{'size': 862137, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7ba65490-43d4-11ee-9b3c-37cb27696481', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': 'compress1693029035347.jpg'}, {'size': 861411, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7ba80240-43d4-11ee-a08f-c74b9b191e2d', 'mobileAPIHldr': 'data.customAttributesEntered.Soilmoist5hldr', 'originalFileName': 'compress1693029037739.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693028979701.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693028994075.jpg,1,2023-08-26T05:49:25.197Z,05:49:25.197000
56,100858,2023-08-26,19197,Field 126,Yes,47.0,12.0,compress1693030273988.jpg,compress1693030298100.jpg,"[{'size': 1059893, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efb7d60-43d7-11ee-a3ef-cf353fd0244b', 'originalFileName': 'compress1693030354363.jpg'}, {'size': 1045966, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efbf290-43d7-11ee-bded-07d9d20bd5d7', 'originalFileName': 'compress1693030355061.jpg'}, {'size': 1049369, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efc19a0-43d7-11ee-b7bc-cb8768ed9bb1', 'originalFileName': 'compress1693030355673.jpg'}, {'size': 1027995, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efc40b0-43d7-11ee-a8cd-ebe68ff4f425', 'originalFileName': 'compress1693030356385.jpg'}, {'size': 1044361, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efc67c0-43d7-11ee-a203-97ca71522a3f', 'originalFileName': 'compress1693030356925.jpg'}, {'size': 1035106, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '8efc8ed0-43d7-11ee-8f2d-55177ec487e4', 'originalFileName': 'compress1693030357541.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693030273988.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693030298100.jpg,1,2023-08-26T06:10:33.052Z,06:10:33.052000
57,100957,2023-08-26,19458,Field 137,Yes,46.0,7.0,compress1693029180223.jpg,compress1693029190276.jpg,"[{'size': 1467591, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e7f56190-43d4-11ee-9695-cb9f4f4b1151', 'originalFileName': 'compress1693029211918.jpg'}, {'size': 1340446, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'e7f5afb0-43d4-11ee-a1c2-7fca2e3fd2b7', 'originalFileName': 'compress1693029215594.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693029180223.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693029190276.jpg,0,2023-08-26T05:52:21.487Z,05:52:21.487000
58,100959,2023-08-26,19460,Field 139,Yes,72.0,7.0,compress1693031665308.jpg,compress1693031672652.jpg,"[{'size': 1019955, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'd64b88b0-43da-11ee-aa9e-3da3ab4cfda3', 'originalFileName': 'compress1693031725545.jpg'}, {'size': 1374522, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'd64bafc0-43da-11ee-afc0-093801dac606', 'originalFileName': 'compress1693031740397.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693031665308.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693031672652.jpg,0,2023-08-26T06:33:06.426Z,06:33:06.426000
59,101060,2023-08-26,19488,Field 167,Yes,57.0,25.0,compress1693041404479.jpg,compress1693041419632.jpg,"[{'size': 694841, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '599b8dd0-43f1-11ee-b85a-99a9ea03e918', 'originalFileName': 'compress1693041432159.jpg'}, {'size': 784746, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '599bb4e0-43f1-11ee-a30a-7d4f04649559', 'originalFileName': 'compress1693041435133.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693041404479.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693041419632.jpg,1,2023-08-26T09:16:36.454Z,09:16:36.454000
60,101459,2023-08-26,19200,Field 129,Yes,45.0,20.0,compress1693030672507.jpg,compress1693030687540.jpg,"[{'size': 1062466, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f184d00-43d8-11ee-b9df-f7af360d676f', 'originalFileName': 'compress1693030757952.jpg'}, {'size': 1068946, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f187410-43d8-11ee-8699-496da6a6a257', 'originalFileName': 'compress1693030758371.jpg'}, {'size': 1066627, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f18c230-43d8-11ee-a53a-cd1ab325ff73', 'originalFileName': 'compress1693030758937.jpg'}, {'size': 1067606, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f191050-43d8-11ee-8c3e-0fc821cd12e5', 'originalFileName': 'compress1693030759419.jpg'}, {'size': 1065471, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f193760-43d8-11ee-825d-dfe3cb8fe9ef', 'originalFileName': 'compress1693030760093.jpg'}, {'size': 1064116, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7f198580-43d8-11ee-842b-e72e601eff0f', 'originalFileName': 'compress1693030760710.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693030672507.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693030687540.jpg,1,2023-08-26T06:17:11.792Z,06:17:11.792000
61,111404,2023-09-01,19458,Field 137,Yes,48.0,7.0,compress1693547721208.jpg,compress1693547732010.jpg,"[{'size': 2780460, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '3f9c4010-488c-11ee-8db4-fd05361f74d6', 'originalFileName': 'compress1693547767898.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693547721208.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693547732010.jpg,0,2023-09-01T05:54:50.136Z,05:54:50.136000
62,112856,2023-09-01,19486,Field 165,Yes,57.0,0.0,compress1693554876156.jpg,compress1693554899921.jpg,"[{'size': 700258, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fd720470-489c-11ee-bc00-2773a846b692', 'originalFileName': 'compress1693554952714.jpg'}, {'size': 742736, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fd7279a0-489c-11ee-8da2-67a735b77468', 'originalFileName': 'compress1693554955816.jpg'}, {'size': 747619, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'fd72c7c0-489c-11ee-a47f-ad9704bf4e17', 'originalFileName': 'compress1693554958864.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693554876156.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693554899921.jpg,0,2023-09-01T07:54:25.412Z,07:54:25.412000
63,113112,2023-09-01,19200,Field 129,Yes,48.0,4.0,compress1693555795538.jpg,compress1693555814060.jpg,"[{'size': 1097401, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '085f0930-489f-11ee-a645-8f6bdd86ca0b', 'originalFileName': 'compress1693555828766.jpg'}, {'size': 1113687, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '085f7e60-489f-11ee-adb5-77b57a1cf17a', 'originalFileName': 'compress1693555829506.jpg'}, {'size': 1123464, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '085fa570-489f-11ee-a936-272d8d4072a4', 'originalFileName': 'compress1693555830150.jpg'}, {'size': 1125806, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '085fcc80-489f-11ee-90d8-21d6626777d1', 'originalFileName': 'compress1693555830755.jpg'}, {'size': 1121294, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '085ff390-489f-11ee-aad0-a7100c852d08', 'originalFileName': 'compress1693555831329.jpg'}, {'size': 1113793, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '08601aa0-489f-11ee-b2ca-41a2903581fe', 'originalFileName': 'compress1693555831906.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693555795538.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693555814060.jpg,0,2023-09-01T08:09:12.064Z,08:09:12.064000
64,113402,2023-09-01,19460,Field 139,Yes,80.0,8.0,compress1693551675875.jpg,compress1693551684376.jpg,"[{'size': 1929431, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '7c6031b0-4895-11ee-8e3e-f7518533a251', 'originalFileName': 'compress1693551735141.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693551675875.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693551684376.jpg,0,2023-09-01T07:00:55.737Z,07:00:55.737000
65,113504,2023-09-01,19190,Field 119,Yes,51.0,3.0,compress1693554077887.jpg,compress1693554098989.jpg,"[{'size': 1373018, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a83bac0-489b-11ee-8f11-eba46d8dd902', 'originalFileName': 'compress1693554117855.jpg'}, {'size': 1365702, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a8408e0-489b-11ee-ae8d-59f1968a8dc3', 'originalFileName': 'compress1693554118340.jpg'}, {'size': 1354737, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a845700-489b-11ee-b906-a93ed581f28c', 'originalFileName': 'compress1693554118950.jpg'}, {'size': 1371950, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a847e10-489b-11ee-88c5-f341990e7804', 'originalFileName': 'compress1693554119591.jpg'}, {'size': 1363970, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a847e10-489b-11ee-81b4-1fbfec77e5d9', 'originalFileName': 'compress1693554120227.jpg'}, {'size': 1356445, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '0a84a520-489b-11ee-a392-f7852f276d5c', 'originalFileName': 'compress1693554121300.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693554077887.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693554098989.jpg,0,2023-09-01T07:40:45.428Z,07:40:45.428000
66,114054,2023-09-01,19482,Field 161,Yes,56.0,0.0,compress1693557675232.jpg,compress1693557690185.jpg,"[{'size': 695274, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '65163f50-48a3-11ee-9274-f55b84c0555b', 'originalFileName': 'compress1693557705986.jpg'}, {'size': 778239, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': '65166660-48a3-11ee-b1bb-e3531ed30842', 'originalFileName': 'compress1693557709554.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693557675232.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693557690185.jpg,1,2023-09-01T08:40:07.227Z,08:40:07.227000
67,114503,2023-09-01,19476,Field 155,Yes,61.0,0.0,compress1693556152156.jpg,compress1693556162451.jpg,"[{'size': 743129, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ef967900-489f-11ee-8332-c52e195fd296', 'originalFileName': 'compress1693556219883.jpg'}, {'size': 745122, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ef9826b0-489f-11ee-84db-81fd1c788373', 'originalFileName': 'compress1693556224638.jpg'}, {'size': 782741, 'active': True, 'channel': 'mobile', 'content': 'image/jpeg', 'feature': 'plan', 'imageType': 'captured', 'identifier': 'ef984dc0-489f-11ee-bfaf-b3ad09c569d9', 'originalFileName': 'compress1693556222314.jpg'}]",https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693556152156.jpg,https://s3.console.aws.amazon.com/s3/object/mitti-field-data?region=us-east-2&bucketType=general&prefix=CropIn_Photos/compress1693556162451.jpg,1,2023-09-01T08:15:37.904Z,08:15:37.904000
